"","Site","Year","Date","Plot","Location","Snow_cover","Water_cover","Land_cover","Total_cover","Observer","Notes"
"23368","prba",2012,"11-Jun-12","12","14",0,70,30,100,"apham",NA
"23369","prba",2012,"11-Jun-12","12","15",0,50,50,100,"apham",NA
"23370","prba",2012,"11-Jun-12","12","16",0,60,40,100,"apham",NA
"23371","prba",2012,"11-Jun-12","12","17",0,70,30,100,"apham",NA
"23372","prba",2012,"11-Jun-12","12","18",0,60,40,100,"apham",NA
"23373","prba",2012,"11-Jun-12","12","19",0,60,40,100,"apham",NA
"23374","prba",2012,"11-Jun-12","12","2",0,60,40,100,"apham",NA
"23375","prba",2012,"11-Jun-12","12","20",0,60,40,100,"apham",NA
"23376","prba",2012,"11-Jun-12","12","21",0,70,30,100,"apham",NA
"23377","prba",2012,"11-Jun-12","12","22",0,30,70,100,"apham",NA
"23378","prba",2012,"11-Jun-12","12","23",0,20,80,100,"apham",NA
"23379","prba",2012,"11-Jun-12","12","24",0,10,90,100,"apham",NA
"23380","prba",2012,"11-Jun-12","12","25",0,20,80,100,"apham",NA
"23381","prba",2012,"11-Jun-12","12","26",0,30,70,100,"apham",NA
"23382","prba",2012,"11-Jun-12","12","27",0,30,70,100,"apham",NA
"23383","prba",2012,"11-Jun-12","12","28",0,20,80,100,"apham",NA
"23384","prba",2012,"11-Jun-12","12","29",0,40,60,100,"apham",NA
"23385","prba",2012,"11-Jun-12","12","3",0,70,30,100,"apham",NA
"23386","prba",2012,"11-Jun-12","12","30",0,50,50,100,"apham",NA
"23387","prba",2012,"11-Jun-12","12","31",0,30,70,100,"apham",NA
"23388","prba",2012,"11-Jun-12","12","32",0,20,80,100,"apham",NA
"23389","prba",2012,"11-Jun-12","12","33",0,20,80,100,"apham",NA
"23390","prba",2012,"11-Jun-12","12","34",0,50,50,100,"apham",NA
"23391","prba",2012,"11-Jun-12","12","35",0,30,70,100,"apham",NA
"23392","prba",2012,"11-Jun-12","12","36",0,70,30,100,"apham",NA
"23393","prba",2012,"11-Jun-12","12","37",0,80,20,100,"apham",NA
"23394","prba",2012,"11-Jun-12","12","38",0,70,30,100,"apham",NA
"23395","prba",2012,"11-Jun-12","12","39",0,80,20,100,"apham",NA
"23396","prba",2012,"11-Jun-12","12","4",0,40,60,100,"apham",NA
"23397","prba",2012,"11-Jun-12","12","40",0,70,30,100,"apham",NA
"23398","prba",2012,"11-Jun-12","12","5",0,30,70,100,"apham",NA
"23399","prba",2012,"11-Jun-12","12","6",0,40,60,100,"apham",NA
"23400","prba",2012,"11-Jun-12","12","7",0,10,90,100,"apham",NA
"23401","prba",2012,"11-Jun-12","12","8",0,30,70,100,"apham",NA
"23402","prba",2012,"11-Jun-12","12","9",0,30,70,100,"apham",NA
"23403","prba",2012,"12-Jun-12","6","1",0,60,40,100,"apham",NA
"23404","prba",2012,"12-Jun-12","6","10",0,50,50,100,"apham",NA
"23405","prba",2012,"12-Jun-12","6","11",0,80,20,100,"apham",NA
"23406","prba",2012,"12-Jun-12","6","12",0,60,40,100,"apham",NA
"23407","prba",2012,"12-Jun-12","6","13",0,90,10,100,"apham",NA
"23408","prba",2012,"12-Jun-12","6","14",0,60,40,100,"apham",NA
"23409","prba",2012,"12-Jun-12","6","15",0,80,20,100,"apham",NA
"23410","prba",2012,"12-Jun-12","6","16",0,30,70,100,"apham",NA
"23411","prba",2012,"12-Jun-12","6","17",0,40,60,100,"apham",NA
"23412","prba",2012,"12-Jun-12","6","18",0,50,50,100,"apham",NA
"23413","prba",2012,"12-Jun-12","6","19",0,60,40,100,"apham",NA
"23414","prba",2012,"12-Jun-12","6","2",0,30,70,100,"apham",NA
"23415","prba",2012,"12-Jun-12","6","20",0,70,30,100,"apham",NA
"23416","prba",2012,"12-Jun-12","6","21",0,60,40,100,"apham",NA
"23417","prba",2012,"12-Jun-12","6","22",0,70,30,100,"apham",NA
"23418","prba",2012,"12-Jun-12","6","23",0,60,40,100,"apham",NA
"23419","prba",2012,"12-Jun-12","6","24",0,50,50,100,"apham",NA
"23420","prba",2012,"12-Jun-12","6","25",0,60,40,100,"apham",NA
"23421","prba",2012,"12-Jun-12","6","26",0,10,90,100,"apham",NA
"23422","prba",2012,"12-Jun-12","6","27",0,50,50,100,"apham",NA
"23423","prba",2012,"12-Jun-12","6","28",0,10,90,100,"apham",NA
"23424","prba",2012,"12-Jun-12","6","29",0,40,60,100,"apham",NA
"23425","prba",2012,"12-Jun-12","6","3",0,80,20,100,"apham",NA
"23426","prba",2012,"12-Jun-12","6","30",0,40,60,100,"apham",NA
"23427","prba",2012,"12-Jun-12","6","31",0,60,40,100,"apham",NA
"23428","prba",2012,"12-Jun-12","6","32",0,70,30,100,"apham",NA
"23429","prba",2012,"12-Jun-12","6","33",0,60,40,100,"apham",NA
"23430","prba",2012,"12-Jun-12","6","34",0,70,30,100,"apham",NA
"23431","prba",2012,"12-Jun-12","6","35",0,20,80,100,"apham",NA
"23432","prba",2012,"12-Jun-12","6","36",0,70,30,100,"apham",NA
"23433","prba",2012,"12-Jun-12","6","37",0,60,40,100,"apham",NA
"23434","prba",2012,"12-Jun-12","6","38",0,70,30,100,"apham",NA
"23435","prba",2012,"12-Jun-12","6","39",0,60,40,100,"apham",NA
"23436","prba",2012,"12-Jun-12","6","4",0,60,40,100,"apham",NA
"23437","prba",2012,"12-Jun-12","6","40",0,70,30,100,"apham",NA
"23438","prba",2012,"12-Jun-12","6","5",0,60,40,100,"apham",NA
"23439","prba",2012,"12-Jun-12","6","6",0,40,60,100,"apham",NA
"23440","prba",2012,"12-Jun-12","6","7",0,40,60,100,"apham",NA
"23441","prba",2012,"12-Jun-12","6","8",0,40,60,100,"apham",NA
"23442","prba",2012,"12-Jun-12","6","9",0,40,60,100,"apham",NA
"23443","prba",2012,"12-Jun-12","8","1",0,40,60,100,"apham",NA
"23444","prba",2012,"12-Jun-12","8","10",0,40,60,100,"apham",NA
"23445","prba",2012,"12-Jun-12","8","11",0,60,40,100,"apham",NA
"23446","prba",2012,"12-Jun-12","8","12",0,30,70,100,"apham",NA
"23447","prba",2012,"12-Jun-12","8","13",0,40,60,100,"apham",NA
"23448","prba",2012,"12-Jun-12","8","14",0,20,80,100,"apham",NA
"23449","prba",2012,"12-Jun-12","8","15",0,70,30,100,"apham",NA
"23450","prba",2012,"12-Jun-12","8","16",0,10,90,100,"apham",NA
"23451","prba",2012,"12-Jun-12","8","17",0,30,70,100,"apham",NA
"23452","prba",2012,"12-Jun-12","8","18",0,20,80,100,"apham",NA
"23453","prba",2012,"12-Jun-12","8","19",0,20,80,100,"apham",NA
"23454","prba",2012,"12-Jun-12","8","2",0,30,70,100,"apham",NA
"23455","prba",2012,"12-Jun-12","8","20",0,70,30,100,"apham",NA
"23456","prba",2012,"12-Jun-12","8","21",0,40,60,100,"apham",NA
"23457","prba",2012,"12-Jun-12","8","22",0,30,70,100,"apham",NA
"23458","prba",2012,"12-Jun-12","8","23",0,20,80,100,"apham",NA
"23459","prba",2012,"12-Jun-12","8","24",0,20,80,100,"apham",NA
"23460","prba",2012,"12-Jun-12","8","25",0,30,70,100,"apham",NA
"23461","prba",2012,"12-Jun-12","8","26",0,20,80,100,"apham",NA
"23462","prba",2012,"12-Jun-12","8","27",0,30,70,100,"apham",NA
"23463","prba",2012,"12-Jun-12","8","28",0,40,60,100,"apham",NA
"23464","prba",2012,"12-Jun-12","8","29",0,30,70,100,"apham",NA
"23465","prba",2012,"12-Jun-12","8","3",0,10,90,100,"apham",NA
"23466","prba",2012,"12-Jun-12","8","30",0,60,40,100,"apham",NA
"23467","prba",2012,"12-Jun-12","8","31",0,50,50,100,"apham",NA
"23468","prba",2012,"12-Jun-12","8","32",0,70,30,100,"apham",NA
"23469","prba",2012,"12-Jun-12","8","33",0,50,50,100,"apham",NA
"23470","prba",2012,"12-Jun-12","8","34",0,40,60,100,"apham",NA
"23471","prba",2012,"12-Jun-12","8","35",0,40,60,100,"apham",NA
"23472","prba",2012,"12-Jun-12","8","36",0,40,60,100,"apham",NA
"23473","prba",2012,"12-Jun-12","8","37",0,40,60,100,"apham",NA
"23474","prba",2012,"12-Jun-12","8","38",0,40,60,100,"apham",NA
"23475","prba",2012,"12-Jun-12","8","39",0,30,70,100,"apham",NA
"23476","prba",2012,"12-Jun-12","8","4",0,20,80,100,"apham",NA
"23477","prba",2012,"12-Jun-12","8","40",0,20,80,100,"apham",NA
"23478","prba",2012,"12-Jun-12","8","5",0,40,60,100,"apham",NA
"23479","prba",2012,"12-Jun-12","8","6",0,60,40,100,"apham",NA
"23480","prba",2012,"12-Jun-12","8","7",0,30,70,100,"apham",NA
"23481","prba",2012,"12-Jun-12","8","8",0,50,50,100,"apham",NA
"23482","prba",2012,"12-Jun-12","8","9",0,60,40,100,"apham",NA
"23483","prba",2012,"12-Jun-12","5","1",0,10,90,100,"jlautenbach",NA
"23484","prba",2012,"12-Jun-12","5","10",0,10,90,100,"jlautenbach",NA
"23485","prba",2012,"12-Jun-12","5","11",0,20,80,100,"jlautenbach",NA
"23486","prba",2012,"12-Jun-12","5","12",0,10,90,100,"jlautenbach",NA
"23487","prba",2012,"12-Jun-12","5","13",0,20,80,100,"jlautenbach",NA
"23488","prba",2012,"12-Jun-12","5","14",0,10,90,100,"jlautenbach",NA
"23489","prba",2012,"12-Jun-12","5","15",0,20,80,100,"jlautenbach",NA
"23490","prba",2012,"12-Jun-12","5","16",0,10,90,100,"jlautenbach",NA
"23491","prba",2012,"12-Jun-12","5","17",0,40,60,100,"jlautenbach",NA
"23492","prba",2012,"12-Jun-12","5","18",0,10,90,100,"jlautenbach",NA
"23493","prba",2012,"12-Jun-12","5","19",0,10,90,100,"jlautenbach",NA
"23494","prba",2012,"12-Jun-12","5","2",0,10,90,100,"jlautenbach",NA
"23495","prba",2012,"12-Jun-12","5","20",0,40,60,100,"jlautenbach",NA
"23496","prba",2012,"12-Jun-12","5","21",0,20,80,100,"jlautenbach",NA
"23497","prba",2012,"12-Jun-12","5","22",0,40,60,100,"jlautenbach",NA
"23498","prba",2012,"12-Jun-12","5","23",0,50,50,100,"jlautenbach",NA
"23499","prba",2012,"12-Jun-12","5","24",20,40,40,100,"jlautenbach",NA
"23500","prba",2012,"12-Jun-12","5","25",0,10,90,100,"jlautenbach",NA
"23501","prba",2012,"12-Jun-12","5","26",0,80,20,100,"jlautenbach",NA
"23502","prba",2012,"12-Jun-12","5","27",0,0,100,100,"jlautenbach",NA
"23503","prba",2012,"12-Jun-12","5","28",0,40,60,100,"jlautenbach",NA
"23504","prba",2012,"12-Jun-12","5","29",0,10,90,100,"jlautenbach",NA
"23505","prba",2012,"12-Jun-12","5","3",0,60,40,100,"jlautenbach",NA
"23506","prba",2012,"12-Jun-12","5","30",0,50,50,100,"jlautenbach",NA
"23507","prba",2012,"12-Jun-12","5","31",0,20,80,100,"jlautenbach",NA
"23508","prba",2012,"12-Jun-12","5","32",0,70,30,100,"jlautenbach",NA
"23509","prba",2012,"12-Jun-12","5","33",0,20,80,100,"jlautenbach",NA
"23510","prba",2012,"12-Jun-12","5","34",0,80,20,100,"jlautenbach",NA
"23511","prba",2012,"12-Jun-12","5","35",0,10,90,100,"jlautenbach",NA
"23512","prba",2012,"12-Jun-12","5","36",0,30,70,100,"jlautenbach",NA
"23513","prba",2012,"12-Jun-12","5","37",0,40,60,100,"jlautenbach",NA
"23514","prba",2012,"12-Jun-12","5","38",0,60,40,100,"jlautenbach",NA
"23515","prba",2012,"12-Jun-12","5","39",0,40,60,100,"jlautenbach",NA
"23516","prba",2012,"12-Jun-12","5","4",0,20,80,100,"jlautenbach",NA
"23517","prba",2012,"12-Jun-12","5","40",0,80,20,100,"jlautenbach",NA
"23518","prba",2012,"12-Jun-12","5","5",0,40,60,100,"jlautenbach",NA
"23519","prba",2012,"12-Jun-12","5","6",0,10,90,100,"jlautenbach",NA
"23520","prba",2012,"12-Jun-12","5","7",0,10,90,100,"jlautenbach",NA
"23521","prba",2012,"12-Jun-12","5","8",0,30,70,100,"jlautenbach",NA
"23522","prba",2012,"12-Jun-12","5","9",0,20,80,100,"jlautenbach",NA
"23523","prba",2012,"12-Jun-12","7","1",0,20,80,100,"jlautenbach",NA
"23524","prba",2012,"12-Jun-12","7","10",0,30,70,100,"jlautenbach",NA
"23525","prba",2012,"12-Jun-12","7","11",0,40,60,100,"jlautenbach",NA
"23526","prba",2012,"12-Jun-12","7","12",0,40,60,100,"jlautenbach",NA
"23527","prba",2012,"12-Jun-12","7","13",0,20,80,100,"jlautenbach",NA
"23528","prba",2012,"12-Jun-12","7","14",0,10,90,100,"jlautenbach",NA
"23529","prba",2012,"12-Jun-12","7","15",0,20,80,100,"jlautenbach",NA
"23530","prba",2012,"12-Jun-12","7","16",0,20,80,100,"jlautenbach",NA
"23531","prba",2012,"12-Jun-12","7","17",0,30,70,100,"jlautenbach",NA
"23532","prba",2012,"12-Jun-12","7","18",0,20,80,100,"jlautenbach",NA
"23533","prba",2012,"12-Jun-12","7","19",0,50,50,100,"jlautenbach",NA
"23534","prba",2012,"12-Jun-12","7","2",0,40,60,100,"jlautenbach",NA
"23535","prba",2012,"12-Jun-12","7","20",0,10,90,100,"jlautenbach",NA
"23536","prba",2012,"12-Jun-12","7","21",0,40,60,100,"jlautenbach",NA
"23537","prba",2012,"12-Jun-12","7","22",0,30,70,100,"jlautenbach",NA
"23538","prba",2012,"12-Jun-12","7","23",0,10,90,100,"jlautenbach",NA
"23539","prba",2012,"12-Jun-12","7","24",0,20,80,100,"jlautenbach",NA
"23540","prba",2012,"12-Jun-12","7","25",0,60,40,100,"jlautenbach",NA
"23541","prba",2012,"12-Jun-12","7","26",0,50,50,100,"jlautenbach",NA
"23542","prba",2012,"12-Jun-12","7","27",0,70,30,100,"jlautenbach",NA
"23543","prba",2012,"12-Jun-12","7","28",0,40,60,100,"jlautenbach",NA
"23544","prba",2012,"12-Jun-12","7","29",0,50,50,100,"jlautenbach",NA
"23545","prba",2012,"12-Jun-12","7","3",0,40,60,100,"jlautenbach",NA
"23546","prba",2012,"12-Jun-12","7","30",0,30,70,100,"jlautenbach",NA
"23547","prba",2012,"12-Jun-12","7","31",0,30,70,100,"jlautenbach",NA
"23548","prba",2012,"12-Jun-12","7","32",0,60,40,100,"jlautenbach",NA
"23549","prba",2012,"12-Jun-12","7","33",0,10,90,100,"jlautenbach",NA
"23550","prba",2012,"12-Jun-12","7","34",0,30,70,100,"jlautenbach",NA
"23551","prba",2012,"12-Jun-12","7","35",0,40,60,100,"jlautenbach",NA
"23552","prba",2012,"12-Jun-12","7","36",0,60,40,100,"jlautenbach",NA
"23553","prba",2012,"12-Jun-12","7","37",0,70,30,100,"jlautenbach",NA
"23554","prba",2012,"12-Jun-12","7","38",0,70,30,100,"jlautenbach",NA
"23555","prba",2012,"12-Jun-12","7","39",0,90,10,100,"jlautenbach",NA
"23556","prba",2012,"12-Jun-12","7","4",0,50,50,100,"jlautenbach",NA
"23557","prba",2012,"12-Jun-12","7","40",0,80,20,100,"jlautenbach",NA
"23558","prba",2012,"12-Jun-12","7","5",0,10,90,100,"jlautenbach",NA
"23559","prba",2012,"12-Jun-12","7","6",0,30,70,100,"jlautenbach",NA
"23560","prba",2012,"12-Jun-12","7","7",0,10,90,100,"jlautenbach",NA
"23561","prba",2012,"12-Jun-12","7","8",0,10,90,100,"jlautenbach",NA
"23562","prba",2012,"12-Jun-12","7","9",0,10,90,100,"jlautenbach",NA
"23563","prba",2012,"13-Jun-12","21","1",0,10,90,100,"apham",NA
"23564","prba",2012,"13-Jun-12","21","10",0,10,90,100,"apham",NA
"23565","prba",2012,"13-Jun-12","21","11",0,20,80,100,"apham",NA
"23566","prba",2012,"13-Jun-12","21","12",0,20,80,100,"apham",NA
"23567","prba",2012,"13-Jun-12","21","13",0,20,80,100,"apham",NA
"23568","prba",2012,"13-Jun-12","21","14",0,30,70,100,"apham",NA
"23569","prba",2012,"13-Jun-12","21","15",0,30,70,100,"apham",NA
"23570","prba",2012,"13-Jun-12","21","16",0,20,80,100,"apham",NA
"23571","prba",2012,"13-Jun-12","21","17",0,30,70,100,"apham",NA
"23572","prba",2012,"13-Jun-12","21","18",0,10,90,100,"apham",NA
"23573","prba",2012,"13-Jun-12","21","19",0,40,60,100,"apham",NA
"23574","prba",2012,"13-Jun-12","21","2",0,0,100,100,"apham",NA
"23575","prba",2012,"13-Jun-12","21","20",0,20,80,100,"apham",NA
"23576","prba",2012,"13-Jun-12","21","21",0,30,70,100,"apham",NA
"23577","prba",2012,"13-Jun-12","21","22",0,20,80,100,"apham",NA
"23578","prba",2012,"13-Jun-12","21","23",0,20,80,100,"apham",NA
"23579","prba",2012,"13-Jun-12","21","24",0,30,70,100,"apham",NA
"23580","prba",2012,"13-Jun-12","21","25",0,20,80,100,"apham",NA
"23581","prba",2012,"13-Jun-12","21","26",0,30,70,100,"apham",NA
"23582","prba",2012,"13-Jun-12","21","27",0,40,60,100,"apham",NA
"23583","prba",2012,"13-Jun-12","21","28",0,40,60,100,"apham",NA
"23584","prba",2012,"13-Jun-12","21","29",0,40,60,100,"apham",NA
"23585","prba",2012,"13-Jun-12","21","3",0,10,90,100,"apham",NA
"23586","prba",2012,"13-Jun-12","21","30",0,40,60,100,"apham",NA
"23587","prba",2012,"13-Jun-12","21","31",0,40,60,100,"apham",NA
"23588","prba",2012,"13-Jun-12","21","32",0,60,40,100,"apham",NA
"23589","prba",2012,"13-Jun-12","21","33",0,40,60,100,"apham",NA
"23590","prba",2012,"13-Jun-12","21","34",0,40,60,100,"apham",NA
"23591","prba",2012,"13-Jun-12","21","35",0,50,50,100,"apham",NA
"23592","prba",2012,"13-Jun-12","21","36",0,50,50,100,"apham",NA
"23593","prba",2012,"13-Jun-12","21","37",0,40,60,100,"apham",NA
"23594","prba",2012,"13-Jun-12","21","38",0,30,70,100,"apham",NA
"23595","prba",2012,"13-Jun-12","21","39",0,30,70,100,"apham",NA
"23596","prba",2012,"13-Jun-12","21","4",0,10,90,100,"apham",NA
"23597","prba",2012,"13-Jun-12","21","40",0,30,70,100,"apham",NA
"23598","prba",2012,"13-Jun-12","21","5",0,10,90,100,"apham",NA
"23599","prba",2012,"13-Jun-12","21","6",0,10,90,100,"apham",NA
"23600","prba",2012,"13-Jun-12","21","7",0,20,80,100,"apham",NA
"23601","prba",2012,"13-Jun-12","21","8",0,0,100,100,"apham",NA
"23602","prba",2012,"13-Jun-12","21","9",0,20,80,100,"apham",NA
"23603","prba",2012,"13-Jun-12","22","1",0,10,90,100,"apham",NA
"23604","prba",2012,"13-Jun-12","22","10",0,30,70,100,"apham",NA
"23605","prba",2012,"13-Jun-12","22","11",0,30,70,100,"apham",NA
"23606","prba",2012,"13-Jun-12","22","12",0,10,90,100,"apham",NA
"23607","prba",2012,"13-Jun-12","22","13",0,10,90,100,"apham",NA
"23608","prba",2012,"13-Jun-12","22","14",0,10,90,100,"apham",NA
"23609","prba",2012,"13-Jun-12","22","15",0,10,90,100,"apham",NA
"23610","prba",2012,"13-Jun-12","22","16",0,40,60,100,"apham",NA
"23611","prba",2012,"13-Jun-12","22","17",0,10,90,100,"apham",NA
"23612","prba",2012,"13-Jun-12","22","18",0,60,40,100,"apham",NA
"23613","prba",2012,"13-Jun-12","22","19",0,20,80,100,"apham",NA
"23614","prba",2012,"13-Jun-12","22","2",0,10,90,100,"apham",NA
"23615","prba",2012,"13-Jun-12","22","20",0,50,50,100,"apham",NA
"23616","prba",2012,"13-Jun-12","22","21",0,10,90,100,"apham",NA
"23617","prba",2012,"13-Jun-12","22","22",0,40,60,100,"apham",NA
"23618","prba",2012,"13-Jun-12","22","23",0,20,80,100,"apham",NA
"23619","prba",2012,"13-Jun-12","22","24",0,50,50,100,"apham",NA
"23620","prba",2012,"13-Jun-12","22","25",0,20,80,100,"apham",NA
"23621","prba",2012,"13-Jun-12","22","26",0,80,20,100,"apham",NA
"23622","prba",2012,"13-Jun-12","22","27",0,10,90,100,"apham",NA
"23623","prba",2012,"13-Jun-12","22","28",0,20,80,100,"apham",NA
"23624","prba",2012,"13-Jun-12","22","29",0,0,100,100,"apham",NA
"23625","prba",2012,"13-Jun-12","22","3",0,10,90,100,"apham",NA
"23626","prba",2012,"13-Jun-12","22","30",0,0,100,100,"apham",NA
"23627","prba",2012,"13-Jun-12","22","31",0,0,100,100,"apham",NA
"23628","prba",2012,"13-Jun-12","22","32",0,0,100,100,"apham",NA
"23629","prba",2012,"13-Jun-12","22","33",0,0,100,100,"apham",NA
"23630","prba",2012,"13-Jun-12","22","34",0,10,90,100,"apham",NA
"23631","prba",2012,"13-Jun-12","22","35",0,30,70,100,"apham",NA
"23632","prba",2012,"13-Jun-12","22","36",0,10,90,100,"apham",NA
"23633","prba",2012,"13-Jun-12","22","37",0,10,90,100,"apham",NA
"23634","prba",2012,"13-Jun-12","22","38",0,20,80,100,"apham",NA
"23635","prba",2012,"13-Jun-12","22","39",0,10,90,100,"apham",NA
"23636","prba",2012,"13-Jun-12","22","4",0,10,90,100,"apham",NA
"23637","prba",2012,"13-Jun-12","22","40",0,20,80,100,"apham",NA
"23638","prba",2012,"13-Jun-12","22","5",0,10,90,100,"apham",NA
"23639","prba",2012,"13-Jun-12","22","6",0,10,90,100,"apham",NA
"23640","prba",2012,"13-Jun-12","22","7",0,40,60,100,"apham",NA
"23641","prba",2012,"13-Jun-12","22","8",0,20,80,100,"apham",NA
"23642","prba",2012,"13-Jun-12","22","9",0,30,70,100,"apham",NA
"23643","prba",2012,"14-Jun-12","1","1",0,30,70,100,"apham",NA
"23644","prba",2012,"14-Jun-12","1","1",0,30,70,100,"apham",NA
"23645","prba",2012,"14-Jun-12","1","10",0,90,10,100,"apham",NA
"23646","prba",2012,"14-Jun-12","1","10",0,90,10,100,"apham",NA
"23647","prba",2012,"14-Jun-12","1","11",0,40,60,100,"apham",NA
"23648","prba",2012,"14-Jun-12","1","11",0,40,60,100,"apham",NA
"23649","prba",2012,"14-Jun-12","1","12",0,10,90,100,"apham",NA
"23650","prba",2012,"14-Jun-12","1","12",0,10,90,100,"apham",NA
"23651","prba",2012,"14-Jun-12","1","13",0,0,100,100,"apham",NA
"23652","prba",2012,"14-Jun-12","1","13",0,0,100,100,"apham",NA
"23653","prba",2012,"14-Jun-12","1","14",0,0,100,100,"apham",NA
"23654","prba",2012,"14-Jun-12","1","14",0,0,100,100,"apham",NA
"23655","prba",2012,"14-Jun-12","1","15",0,10,90,100,"apham",NA
"23656","prba",2012,"14-Jun-12","1","15",0,10,90,100,"apham",NA
"23657","prba",2012,"14-Jun-12","1","16",0,10,90,100,"apham",NA
"23658","prba",2012,"14-Jun-12","1","16",0,10,90,100,"apham",NA
"23659","prba",2012,"14-Jun-12","1","17",0,30,70,100,"apham",NA
"23660","prba",2012,"14-Jun-12","1","17",0,30,70,100,"apham",NA
"23661","prba",2012,"14-Jun-12","1","18",0,10,90,100,"apham",NA
"23662","prba",2012,"14-Jun-12","1","18",0,10,90,100,"apham",NA
"23663","prba",2012,"14-Jun-12","1","19",0,40,60,100,"apham",NA
"23664","prba",2012,"14-Jun-12","1","19",0,40,60,100,"apham",NA
"23665","prba",2012,"14-Jun-12","1","2",0,30,70,100,"apham",NA
"23666","prba",2012,"14-Jun-12","1","2",0,30,70,100,"apham",NA
"23667","prba",2012,"14-Jun-12","1","20",0,80,20,100,"apham",NA
"23668","prba",2012,"14-Jun-12","1","20",0,80,20,100,"apham",NA
"23669","prba",2012,"14-Jun-12","1","21",0,50,50,100,"apham",NA
"23670","prba",2012,"14-Jun-12","1","21",0,50,50,100,"apham",NA
"23671","prba",2012,"14-Jun-12","1","22",0,50,50,100,"apham",NA
"23672","prba",2012,"14-Jun-12","1","22",0,50,50,100,"apham",NA
"23673","prba",2012,"14-Jun-12","1","23",0,30,70,100,"apham",NA
"23674","prba",2012,"14-Jun-12","1","23",0,30,70,100,"apham",NA
"23675","prba",2012,"14-Jun-12","1","24",0,60,40,100,"apham",NA
"23676","prba",2012,"14-Jun-12","1","24",0,60,40,100,"apham",NA
"23677","prba",2012,"14-Jun-12","1","25",0,20,80,100,"apham",NA
"23678","prba",2012,"14-Jun-12","1","25",0,20,80,100,"apham",NA
"23679","prba",2012,"14-Jun-12","1","26",0,10,90,100,"apham",NA
"23680","prba",2012,"14-Jun-12","1","26",0,10,90,100,"apham",NA
"23681","prba",2012,"14-Jun-12","1","27",0,10,90,100,"apham",NA
"23682","prba",2012,"14-Jun-12","1","27",0,10,90,100,"apham",NA
"23683","prba",2012,"14-Jun-12","1","28",0,0,100,100,"apham",NA
"23684","prba",2012,"14-Jun-12","1","28",0,0,100,100,"apham",NA
"23685","prba",2012,"14-Jun-12","1","29",0,0,100,100,"apham",NA
"23686","prba",2012,"14-Jun-12","1","29",0,0,100,100,"apham",NA
"23687","prba",2012,"14-Jun-12","1","3",0,20,80,100,"apham",NA
"23688","prba",2012,"14-Jun-12","1","3",0,20,80,100,"apham",NA
"23689","prba",2012,"14-Jun-12","1","30",0,0,100,100,"apham",NA
"23690","prba",2012,"14-Jun-12","1","30",0,0,100,100,"apham",NA
"23691","prba",2012,"14-Jun-12","1","31",0,0,100,100,"apham",NA
"23692","prba",2012,"14-Jun-12","1","31",0,0,100,100,"apham",NA
"23693","prba",2012,"14-Jun-12","1","32",0,0,100,100,"apham",NA
"23694","prba",2012,"14-Jun-12","1","32",0,0,100,100,"apham",NA
"23695","prba",2012,"14-Jun-12","1","33",0,0,100,100,"apham",NA
"23696","prba",2012,"14-Jun-12","1","33",0,0,100,100,"apham",NA
"23697","prba",2012,"14-Jun-12","1","34",0,0,100,100,"apham",NA
"23698","prba",2012,"14-Jun-12","1","34",0,0,100,100,"apham",NA
"23699","prba",2012,"14-Jun-12","1","35",0,0,100,100,"apham",NA
"23700","prba",2012,"14-Jun-12","1","35",0,0,100,100,"apham",NA
"23701","prba",2012,"14-Jun-12","1","36",0,0,100,100,"apham",NA
"23702","prba",2012,"14-Jun-12","1","36",0,0,100,100,"apham",NA
"23703","prba",2012,"14-Jun-12","1","37",0,10,90,100,"apham",NA
"23704","prba",2012,"14-Jun-12","1","37",0,10,90,100,"apham",NA
"23705","prba",2012,"14-Jun-12","1","38",0,10,90,100,"apham",NA
"23706","prba",2012,"14-Jun-12","1","38",0,10,90,100,"apham",NA
"23707","prba",2012,"14-Jun-12","1","39",0,0,100,100,"apham",NA
"23708","prba",2012,"14-Jun-12","1","39",0,0,100,100,"apham",NA
"23709","prba",2012,"14-Jun-12","1","4",0,10,90,100,"apham",NA
"23710","prba",2012,"14-Jun-12","1","4",0,10,90,100,"apham",NA
"23711","prba",2012,"14-Jun-12","1","40",0,10,90,100,"apham",NA
"23712","prba",2012,"14-Jun-12","1","40",0,10,90,100,"apham",NA
"23713","prba",2012,"14-Jun-12","1","5",0,80,20,100,"apham",NA
"23714","prba",2012,"14-Jun-12","1","5",0,80,20,100,"apham",NA
"23715","prba",2012,"14-Jun-12","1","6",0,70,30,100,"apham",NA
"23716","prba",2012,"14-Jun-12","1","6",0,70,30,100,"apham",NA
"23717","prba",2012,"14-Jun-12","1","7",0,50,50,100,"apham",NA
"23718","prba",2012,"14-Jun-12","1","7",0,50,50,100,"apham",NA
"23719","prba",2012,"14-Jun-12","1","8",0,80,20,100,"apham",NA
"23720","prba",2012,"14-Jun-12","1","8",0,80,20,100,"apham",NA
"23721","prba",2012,"14-Jun-12","1","9",0,70,30,100,"apham",NA
"23722","prba",2012,"14-Jun-12","1","9",0,70,30,100,"apham",NA
"23723","prba",2012,"14-Jun-12","10","1",0,10,90,100,"apham",NA
"23724","prba",2012,"14-Jun-12","10","1",0,10,90,100,"apham",NA
"23725","prba",2012,"14-Jun-12","10","10",0,10,90,100,"apham",NA
